Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"           22,000             ",     Damaged      ,     Schools     ,"The disaster has also damaged 12,716 km of roads and 22,000 schools.",Pakistan,2022-10-13 22:15:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-ps10-million-uk-aid-flood-relief-efforts-pakistan,
                               ,    Destroyed     ,                 ,"The disaster has also damaged 12,716 km of roads and 22,000 schools.",Pakistan,2022-10-13 22:15:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-ps10-million-uk-aid-flood-relief-efforts-pakistan,
                               ,     Unknown      ,                 ,"The disaster has also damaged 12,716 km of roads and 22,000 schools.",Pakistan,2022-10-13 22:15:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-ps10-million-uk-aid-flood-relief-efforts-pakistan,
----------------------,---------------------,------------------,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
 Thousands            , Damaged/Destroyed   , Elementary Schools ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Secondary/High Schools ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Pre-school facilities ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Colleges ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Kindergarten ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Universities ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Training Centres ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Military School ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Prison School ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
                      ,                     , Education Facilities ,"Helping children access learning Thousands of schools across the country have been damaged or destroyed due to the floods, compounding the disruption to learning many children experienced during COVID-19 pandemic school closures.",Pakistan,2022-10-12 03:14:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/4-ways-unicef-delivering-pakistans-children,
 ------------------ , ------------- , ---------------- ,"2.04 million houses, 25,187 schools, and 13,098 km of roads have been destroyed or damaged.",Pakistan,2022-10-06 09:46:30+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-5-october-2022,
" 2,04,0000           ", Destroyed     , Not mentioned    ,"2.04 million houses, 25,187 schools, and 13,098 km of roads have been destroyed or damaged.",Pakistan,2022-10-06 09:46:30+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-5-october-2022,
" 25,187              ", Damaged       , Schools          ,"2.04 million houses, 25,187 schools, and 13,098 km of roads have been destroyed or damaged.",Pakistan,2022-10-06 09:46:30+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-5-october-2022,
" 13,098              ", Destroyed/Damaged , Roads          ,"2.04 million houses, 25,187 schools, and 13,098 km of roads have been destroyed or damaged.",Pakistan,2022-10-06 09:46:30+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-5-october-2022,
 ----------- , ----------- , ----------- ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
" 1,460 ", Damaged , Schools ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
" 1,460 ", Possibly Unfunctional , Water Systems ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 440 , Damaged , Bridges ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
" 23,900 ", Possibly Unfunctional , Schools ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Universities ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Colleges ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Secondary/High Schools ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Elementary Schools ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Pre-school facilities ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Training Centres ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Kindergarten ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Military School ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Prison School ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 Not Mentioned , Not Mentioned , Education Facilities ,"More than 13,254 km of road, acres of land and 440 bridges have been reported damaged with 1,460 health facilities, 23,900 schools and many water systems possibly rendered unfunctional.",Pakistan,2022-10-05 02:10:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-2-mdrpk023,
 ------------------------- , ------------------------------ , ---------------- ,"Children have had their education disrupted, and the latest UN report suggests that 25,100 schools have been damaged.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
" 25,100                     ", Damaged                         , Education Facilities  ,"Children have had their education disrupted, and the latest UN report suggests that 25,100 schools have been damaged.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
---------------------,---------------,------------------,"Estimates indicate that more than 7,000 schools are currently being used to host displaced populations, while an estimated 25,100 schools have been damaged.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
" 7,000               ", Used to host displaced populations , Schools ,"Estimates indicate that more than 7,000 schools are currently being used to host displaced populations, while an estimated 25,100 schools have been damaged.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
" 25,100              ", Damaged       , Schools ,"Estimates indicate that more than 7,000 schools are currently being used to host displaced populations, while an estimated 25,100 schools have been damaged.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
 -------------- , ------------- , ---------------- ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 23,900         ", Damaged       ," Elementary Schools, Secondary/High Schools, Colleges, Universities, Pre-school facilities, Training Centres, Kindergarten, Education Facilities ","Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 1,460          ", Damaged       , Health facilities ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 13,000         ", Damaged       , Roads              ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
 --- , --- , --- ,"More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 5,000 ", Being used as temporary relief camps ," Elementary Schools, Secondary/High Schools, Colleges, Universities ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
 ------------------ , ---------------- , ---------------- ,"More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 5,000              ", Temporary Relief Camps ," Schools (Elementary, Secondary/High, Pre-school) ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
 --- , --- , --- ,"2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 2,050,000 ", Destroyed/Damaged , Residential Buildings ,"2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 23,900 ", Destroyed/Damaged ," Schools (Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities) ","2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 13,074 ", Destroyed/Damaged , Roads ,"2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
---,---,---,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
390, Destroyed , Bridges,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"24,000",Destroyed ,Schools and Educational Institutes,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"1,460",Destroyed,Health Centres,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
,,Millions of Hectares of Land and Agricultural Crops,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
,,"936,000 Heads of Livestock","It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
,,,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 --- , --- , --- ,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
" 22,000 ", Destroyed , Schools ,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
 :----------------: , :-----------: , :--------------: ,"More than 1,400 people have lost their lives and the Government estimates that 22,594 schools have been damaged or destroyed.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
"      22,594        ",    Damaged    , Not mentioned     ,"More than 1,400 people have lost their lives and the Government estimates that 22,594 schools have been damaged or destroyed.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
      Not mentioned ,   Destroyed   , Not mentioned     ,"More than 1,400 people have lost their lives and the Government estimates that 22,594 schools have been damaged or destroyed.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
      Not mentioned , Not damaged  , Not mentioned     ,"More than 1,400 people have lost their lives and the Government estimates that 22,594 schools have been damaged or destroyed.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
 --- , --- , --- ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 23,900 ", Damaged , Elementary Schools ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 1,460 ", Damaged , Health Facilities ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 13,000 km ", Damaged , Roads ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
---------------------,---------------,------------------,"More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"       5,000+        ", Temporary Relief Camps ," Elementary Schools, Secondary/High Schools, Colleges, Universities ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
-----------------------,----------------------,-------------------,"Reports indicate that more than 5,000 schools are currently being used to host displaced populations, while an estimated 23,900 schools have been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"         5,000             ",     Host Displaced Populations   , All type of schools and education facilities   ,"Reports indicate that more than 5,000 schools are currently being used to host displaced populations, while an estimated 23,900 schools have been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"        23,900           ",         Damaged         , All type of schools and education facilities   ,"Reports indicate that more than 5,000 schools are currently being used to host displaced populations, while an estimated 23,900 schools have been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
 --- , --- , --- ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Elementary Schools ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Secondary/High Schools ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Pre-school facilities ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Training Centres ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Kindergarten ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
 1460 , Damaged , Health Facilities ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 12,000 ", Damaged , Roads ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
 ------------------ , -------------------, ---------------------------------------------------- ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
"       23,900       ", Damaged            , Universities                                         ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     , Destroyed          , Colleges                                             ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Secondary/High Schools                               ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Elementary Schools                                   ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Pre-school facilities                                ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Training Centres                                     ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Kindergarten                                        ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Military School                                      ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Prison School                                        ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
                     ,                    , Education Facilities                                 ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
