Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 2,000 ", Affected by heavy rains and floods , Hospitals/Clinics/Health Centres ,"Estimates indicate that over 2,000 health facilities have been affected by the heavy rains and floods, and the Health Sector reports that access to health facilities, healthcare workers, and essential medicines and medical supplies remain limited.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
         70%         ,    Washed away    ,  Mud brick home  ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
" 25,100                     ", Damaged                         , Education Facilities  ,"Children have had their education disrupted, and the latest UN report suggests that 25,100 schools have been damaged.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
" 25,100              ", Damaged       , Schools ,"Estimates indicate that more than 7,000 schools are currently being used to host displaced populations, while an estimated 25,100 schools have been damaged.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
" 7,000               ", Used to host displaced populations , Schools ,"Estimates indicate that more than 7,000 schools are currently being used to host displaced populations, while an estimated 25,100 schools have been damaged.",Pakistan,2022-10-01 13:48:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-8-30-september-2022,
" 2,000,000 ", Destroyed ," Household, residence ","How will I start my normal life again?” More than two million homes have been destroyed since the floods Pakistan in June, and 7.6 million people have been left homeless.",Pakistan,2022-09-29 23:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/i-dont-have-life-anymore-misery-and-loss-afghans-pakistan-800000-refugees-hit-floods,Pakistan
    1.76 million     ,        Destroyed       ,     Household    ,"Due to the frequent flooding stemming from monsoons and melting glaciers in the country’s northern mountainous regions since June, the Pakistani government said 1,486 people died, 12,749 people were injured and 1.76 million houses were destroyed (as 14 September).",Pakistan,2022-09-29 08:53:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/amda-emergency-relief-1-floods-pakistan-27-september-2022,
"         1,460       ",               Damaged                    ,   Health facilities    ,"Over 23,900 schools and 1,460 health facilities have been damaged by flooding.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
"        23,900       ",               Damaged                    ,     Schools      ,"Over 23,900 schools and 1,460 health facilities have been damaged by flooding.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 1,460 ", Damaged , Health facilities ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 23,900 ", Damaged , Schools ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 5,000              ", Temporary Relief Camps ," Schools (Elementary, Secondary/High, Pre-school) ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 5,000 ", Being used as temporary relief camps ," Elementary Schools, Secondary/High Schools, Colleges, Universities ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 13,000         ", Damaged       , Roads              ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 1,460          ", Damaged       , Health facilities ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 23,900         ", Damaged       ," Elementary Schools, Secondary/High Schools, Colleges, Universities, Pre-school facilities, Training Centres, Kindergarten, Education Facilities ","Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 13,000 ", Damaged , Roads ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-28 17:04:47+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-4-floods-28-september-2022,
" 2,050,000 ", Destroyed/Damaged , Residential Buildings ,"2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 23,900 ", Destroyed/Damaged ," Schools (Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities) ","2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
" 13,074 ", Destroyed/Damaged , Roads ,"2.05 million houses, 23,900 schools, and 13,074 km of roads have been destroyed or damaged.",Pakistan,2022-09-27 10:50:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-26-september-2022,
"          2,000,000           ",           Destroyed            ,     Household    ,"Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
"      2,000,000      ", Homelessness  , Household       ,"Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
" 2,000 ", Affected ," Hospitals, Clinics, Health Centres ","Estimates indicate that over 2,000 health facilities have been affected by the heavy rains and floods, and the Health Sector reports that access to health facilities, healthcare workers, and essential medicines and medical supplies remain limited.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
 12.7 thousand , Swept , Kilometers of roads ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
390, Destroyed , Bridges,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"24,000",Destroyed ,Schools and Educational Institutes,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"1,460",Destroyed,Health Centres,"It also destroyed 390 vital bridges, 24,000 schools and educational institutes, and 1,460 health centres, in addition to the destruction of millions of hectares of land and agricultural crops, and the death of 936,000 heads of livestock, NDMA's statistics said.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 1.9 million , Damaged and destroyed , Homes ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"          12,700           ",          Swept               ,     Kilometres               ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
"         1,900,000         ",          Damaged/Destroyed  ,         Household/Residence,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
" 436,000 ", Destroyed , Household ,"Over 1.1 million homes have been damaged of which over 436k have been destroyed, and in many cases, washed away.",Pakistan,2022-09-24 21:09:04+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-04-24-september-2022,
" 1,100,000 ", Damaged , Household ,"Over 1.1 million homes have been damaged of which over 436k have been destroyed, and in many cases, washed away.",Pakistan,2022-09-24 21:09:04+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-04-24-september-2022,
" 23,900              ", Damaged        , Schools                ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 1,460 ", Damaged , Health Facilities ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 13,000 km ", Damaged , Roads ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"       5,000+        ", Temporary Relief Camps ," Elementary Schools, Secondary/High Schools, Colleges, Universities ","More than 5,000 schools are being used as temporary relief camps.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"         5,000             ",     Host Displaced Populations   , All type of schools and education facilities   ,"Reports indicate that more than 5,000 schools are currently being used to host displaced populations, while an estimated 23,900 schools have been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"        23,900           ",         Damaged         , All type of schools and education facilities   ,"Reports indicate that more than 5,000 schools are currently being used to host displaced populations, while an estimated 23,900 schools have been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 1,460               ", Damaged        , Health facilities      ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 13,000              ", Damaged        , Roads                  ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 1,460 ", Damaged , Health facilities ,"Assessments indicate that some 1,460 health facilities and their contents are damaged, further limiting people's access to health services, while damage to 349 refrigerators and solar direct drive systems have reportedly resulted in disrupted vaccine cold chains.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
"     2,005,000      ",    Damaged    ,     Household     ,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
"     805,000        ",    Destroyed  ,     Household     ,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
 349 , Damaged , Refrigerators and solar direct drive systems ,"Assessments indicate that some 1,460 health facilities and their contents are damaged, further limiting people's access to health services, while damage to 349 refrigerators and solar direct drive systems have reportedly resulted in disrupted vaccine cold chains.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 23,900 ", Damaged , Elementary Schools ,"Around 23,900 schools, 1,460 health facilities and 13,000 km of roads have also reportedly been damaged.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,
" 2,000 ", Affected by heavy rains and floods , Hospitals/Clinics/Health Centres ,"Estimates indicate that over 2,000 health facilities have been affected by the heavy rains and floods, and the Health Sector reports that access to health facilities, healthcare workers, and essential medicines and medical supplies remain limited.",Pakistan,2022-09-24 15:19:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-21-september-2022,
"      22,594        ",    Damaged    , Not mentioned     ,"More than 1,400 people have lost their lives and the Government estimates that 22,594 schools have been damaged or destroyed.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
" 22,000 ", Destroyed , Schools ,"These devastating floods have taken lives, destroyed as many as 22,000 schools -- a shocking figure -- and ripped families apart.",Pakistan,2022-09-23 08:56:16+00:00,News and Press Release,https://reliefweb.int/report/pakistan/education-cannot-wait-announces-us5-million-emergency-grant-response-pakistan-floods,
" 992,871            ", Damaged          , Household     ,"As 1,575 people were wounded, 992 thousand 871 houses were damaged due to the flooding.",Pakistan,2022-09-21 18:00:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ihh-takes-action-pakistan,
" 12,000 ", Obliterated , Roads                ,"Many vulnerable people have been cut off from health centres and hospitals, and supply routes have been upended, as more than 12,000 kilometres of roads and hundreds of bridges linking remote areas to essential services have been obliterated.",Pakistan,2022-09-21 14:02:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-pakistan-need-urgent-health-and-protection-services-amid-epic-flood-disaster,
 1000's , Destroyed , Roads and bridges ,"Many vulnerable people have been cut off from health centres and hospitals, and supply routes have been upended, as more than 12,000 kilometres of roads and hundreds of bridges linking remote areas to essential services have been obliterated.",Pakistan,2022-09-21 14:02:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-pakistan-need-urgent-health-and-protection-services-amid-epic-flood-disaster,
"       5,000        ", Used as Relief Camps,                                                     ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
"       23,900       ", Damaged            , Universities                                         ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 12,000 ", Damaged , Roads ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
 1460 , Damaged , Health Facilities ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Kindergarten ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Training Centres ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Pre-school facilities ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Secondary/High Schools ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Elementary Schools ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 23,900 ", Damaged , Schools ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 1,460 ", Damaged , Health Facilities ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 12,000 ", Under Water , Roads ,"As floodwaters slowly recede the sheer scale of damage is being revealed: 23,900 schools damaged, 1460 health facilities damaged, and 12,000 kilometres of roads under water.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
           1460          ,          Damaged           ,     Health Facilities     ,The health infrastructure was also damaged with rapid assessments indicating some 1460 health facilities and their contents are damaged.,Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
 349 , Damaged , Refrigerators and Solar Direct Drive Systems ,Rapid assessments have revealed extensive damage to the cold chain for vaccines with 349 refrigerators and solar direct drive systems damaged and more being found as the floodwaters recede.,Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
" 1,96,00,000        ", Destroyed/Damaged, not mentioned     ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 22,000             ", Destroyed/Damaged, Schools           ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 12,716             ", Destroyed/Damaged, Roads             ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 2,000,000 ", destroyed or damaged , Household and Residence ,Over 2 million houses have been destroyed or damaged across the country.,Pakistan,2022-09-20 10:11:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-humanitarian-needs-remain-acute-displaced-flood-hit-areas-pakistan,
             212              ,            Out of essential supplies      ,     Health       ,"Around 212 HFs are out of essential
medical supplies in these districts.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 1730 , Partially Damaged , Household ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 20 , Fully Damaged , Health Facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 32 , Partially Damaged , Health Facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 134 , Partially Damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 570 , Fully Damaged , Household ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 64 , Fully Damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 20 , Fully damaged , Health facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 64 , Fully damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 32 , Partially damaged , Health facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 134 , Partially damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 1.7 million                  , Lost                                     , Household        ,"Pakistan estimates that as many as 1.7 million houses have been lost, as well as one-third of their cotton crop.",Pakistan,2022-09-19 00:37:02+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-humanitarian-assistance-response-pakistan-floods,Pakistan
" 5,500+ ", Undamaged ," Elementary Schools, Secondary/High Schools, Colleges, Universities, Pre-school facilities, Training Centres, Kindergartens ","More than 5,500 undamaged schools are reportedly being used to shelter people who have been displaced.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 1,460 ", Damaged , Health Centres ,"Over 1,460 public health facilities have been damaged, while medicines, medical equipment and vaccines have been destroyed.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 1,460 ", Damaged , Clinics ,"Over 1,460 public health facilities have been damaged, while medicines, medical equipment and vaccines have been destroyed.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 1,460 ", Damaged , Hospitals ,"Over 1,460 public health facilities have been damaged, while medicines, medical equipment and vaccines have been destroyed.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
 375                               , Damaged or Destroyed   , Bridges                ,"Over the past week, roads reported to be damaged or destroyed nationwide nearly doubled to over 12,700 kilometres, while the number of bridges reported damaged or destroyed increased by some 40 per cent to 375 affected bridges.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
