Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
         N/A          , Not Mentioned ,          Kindergarten         ,"Nearly 1.5 million children have resumed their education in earthquake-affected areas, with another 250,000 children continuing their education after relocating elsewhere in the country.",Türkiye,2023-04-06 13:24:30+00:00,News and Press Release,https://reliefweb.int/report/turkiye/two-months-turkiye-earthquakes-enormous-challenges-remain-25-million-children-need-humanitarian-support,
         N/A          , Not Mentioned ,         Military School       ,"Nearly 1.5 million children have resumed their education in earthquake-affected areas, with another 250,000 children continuing their education after relocating elsewhere in the country.",Türkiye,2023-04-06 13:24:30+00:00,News and Press Release,https://reliefweb.int/report/turkiye/two-months-turkiye-earthquakes-enormous-challenges-remain-25-million-children-need-humanitarian-support,
         N/A          , Not Mentioned ,         Prison School         ,"Nearly 1.5 million children have resumed their education in earthquake-affected areas, with another 250,000 children continuing their education after relocating elsewhere in the country.",Türkiye,2023-04-06 13:24:30+00:00,News and Press Release,https://reliefweb.int/report/turkiye/two-months-turkiye-earthquakes-enormous-challenges-remain-25-million-children-need-humanitarian-support,
         N/A          ,      0        ,        Education Facilities   ,"Nearly 1.5 million children have resumed their education in earthquake-affected areas, with another 250,000 children continuing their education after relocating elsewhere in the country.",Türkiye,2023-04-06 13:24:30+00:00,News and Press Release,https://reliefweb.int/report/turkiye/two-months-turkiye-earthquakes-enormous-challenges-remain-25-million-children-need-humanitarian-support,
--------------------------,--------------------,------------------,"While 2,270 schools are known to have reopened, attendance rate remains very low in earthquake- affected areas.",Syria,2023-04-06 12:16:24+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-no-6-4-april-2023,
"           2,270          ",         Open       ,     Schools      ,"While 2,270 schools are known to have reopened, attendance rate remains very low in earthquake- affected areas.",Syria,2023-04-06 12:16:24+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-no-6-4-april-2023,
---------------------,--------,-----------------,"• At least 2,270 schools reopened though still damaged in earthquake-affected areas.",Syria,2023-04-03 14:49:15+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-situation-report-no-6-30-march-2023,
"        2,270        ", Damaged,  Schools        ,"• At least 2,270 schools reopened though still damaged in earthquake-affected areas.",Syria,2023-04-03 14:49:15+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-situation-report-no-6-30-march-2023,
 --- , --- , --- ,"As of 27 March, formal education has resumed in certain districts of 4 provinces that were heavily affected by the earthquake.",Türkiye,2023-04-01 09:30:59+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-30032023,
 0 , N/A , N/A ,"As of 27 March, formal education has resumed in certain districts of 4 provinces that were heavily affected by the earthquake.",Türkiye,2023-04-01 09:30:59+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-30032023,
---------------------,----------------------,------------------,"After a week of suspension, schools reopened in the country on Sunday 12th , and in the following days in the affected areas.",Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
          0          ,       Not Mentioned   , Not Mentioned    ,"After a week of suspension, schools reopened in the country on Sunday 12th , and in the following days in the affected areas.",Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
 :----------------: , :------------------------: , :------------: ,454 school facilities reported damages.,Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
        454         ,           Damaged           , Education Facilities   ,454 school facilities reported damages.,Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
---------------------,-----------------------------------------,-------------------,"An alarming and long-term consequence of the earthquake is exclusion from education, a sector in constant emergency since the beginning of the Syrian crisis in 2011.",Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
 0                   , N/A                                     , N/A               ,"An alarming and long-term consequence of the earthquake is exclusion from education, a sector in constant emergency since the beginning of the Syrian crisis in 2011.",Syria,2023-03-31 11:22:06+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/weworld-and-childfund-alliance-syria-response-plan-february-2023,
-,-,-,"On 26 March, the Minister of National Education informed the public that 15,000 televisions were installed in containers to enable students in the earthquake zone to follow remote classes.",Türkiye,2023-03-31 07:44:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-earthquake-emergency-response-30-march-2023,
0,0,0,"On 26 March, the Minister of National Education informed the public that 15,000 televisions were installed in containers to enable students in the earthquake zone to follow remote classes.",Türkiye,2023-03-31 07:44:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-earthquake-emergency-response-30-march-2023,
15000,Installed televisions in containers,Education Facilities,"On 26 March, the Minister of National Education informed the public that 15,000 televisions were installed in containers to enable students in the earthquake zone to follow remote classes.",Türkiye,2023-03-31 07:44:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-earthquake-emergency-response-30-march-2023,
---------------------,-----------------------------,------------------,"The 2022-2023 school year will end on 16 June, without any extension.",Türkiye,2023-03-30 19:12:40+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-12-30-march-2023-entr,
         0           ,             N/A             ,      N/A         ,"The 2022-2023 school year will end on 16 June, without any extension.",Türkiye,2023-03-30 19:12:40+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-12-30-march-2023-entr,
:--------------:,:---------:,:---------------:,"Education: Out of 8,162 educational buildings assessed, 72 were destroyed and 504 severely damaged.",Türkiye,2023-03-24 13:52:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ifrc-turkiye-february-2023-earthquake-highlights-volume-1-24-march-2023,
"      8,162     ",   Intact  ,    not mentioned    ,"Education: Out of 8,162 educational buildings assessed, 72 were destroyed and 504 severely damaged.",Türkiye,2023-03-24 13:52:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ifrc-turkiye-february-2023-earthquake-highlights-volume-1-24-march-2023,
       72       , Destroyed ,    not mentioned    ,"Education: Out of 8,162 educational buildings assessed, 72 were destroyed and 504 severely damaged.",Türkiye,2023-03-24 13:52:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ifrc-turkiye-february-2023-earthquake-highlights-volume-1-24-march-2023,
      504       , Severely Damaged ,    not mentioned    ,"Education: Out of 8,162 educational buildings assessed, 72 were destroyed and 504 severely damaged.",Türkiye,2023-03-24 13:52:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ifrc-turkiye-february-2023-earthquake-highlights-volume-1-24-march-2023,
--------,--------,--------,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Universities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Colleges ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Secondary/High Schools ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Elementary Schools ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Pre-school facilities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Training Centres ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Kindergarten ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Military School ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Prison School ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Education Facilities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 --- , --- , --- ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , 47% of the damage , Not mentioned ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , Damaged , Health facilities ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , Damaged , Educational institutions ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , Damaged , Public buildings ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , Destroyed , Not mentioned ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 Not mentioned , Damaged and destroyed , Residences ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
------------------------------,-----------------------------------------,-----------------------------,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
              0               ,                 N/A                     ,           N/A               ,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 Number of children affected ,     What happened to these children's access to education      , Type of buildings affected ,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
------------------------------,---------------------------------------------------------------,-----------------------------,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
"          4,000,000           ",      Access to education has been hampered                         ,"  Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities","According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 Number of refugees affected , What happened to these refugees' access to education , Type of buildings affected ,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
------------------------------,----------------------------------------------------,-----------------------------,"According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
"           350,000           ",    Access to education has been hampered             ," Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities","According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
---,---,---,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Elementary Schools ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Secondary/High Schools ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Colleges ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Universities ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Education Facilities ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 ------------------ , ------------------------------, ----------------- ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 0                  , N/A                            , N/A               ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Damaged                        , Health Infrastructures ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Destroyed                      , IDP Camps           ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 Not mentioned      , N/A                            , N/A                ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , University        ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Elementary School ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Pre-school facilities ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Damaged                        , Military School   ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Prison School     ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Damaged                        , Education Facilities ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
---------------------,------------------,---------------------------,"Even if the conflict were to end today, the economic repercussions would include an additional $US 1.7 trillion by 2035, when factoring in the children whose education and healthcare have been negatively affected, dimming their hopes for happy and fulfilled futures ahead.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,
         0           ,       N/A        ,         N/A               ,"Even if the conflict were to end today, the economic repercussions would include an additional $US 1.7 trillion by 2035, when factoring in the children whose education and healthcare have been negatively affected, dimming their hopes for happy and fulfilled futures ahead.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,
 --- , --- , --- ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
 1 , Fully functional , Schools ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
 1 , Not fully functional , Schools ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
 1 , Overcrowded classes , Schools ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
-------------------,--------,---------------,"The report also documented damage to 1,611 schools, some of which were targeted on multiple occasions.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
"        1,611       ", Damage , Schools       ,"The report also documented damage to 1,611 schools, some of which were targeted on multiple occasions.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
---,---,---,"Major infrastructure damage has been witnessed with 276 destroyed buildings and more than 300 partially damaged, in addition to the complete destruction of 248 schools.",Syria,2023-03-13 13:32:22+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-mena-syria-earthquake-emergency-appeal-operational-strategy-mdrsy009,
 276 , Destroyed , not mentioned ,"Major infrastructure damage has been witnessed with 276 destroyed buildings and more than 300 partially damaged, in addition to the complete destruction of 248 schools.",Syria,2023-03-13 13:32:22+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-mena-syria-earthquake-emergency-appeal-operational-strategy-mdrsy009,
 300+ , Partially damaged , not mentioned ,"Major infrastructure damage has been witnessed with 276 destroyed buildings and more than 300 partially damaged, in addition to the complete destruction of 248 schools.",Syria,2023-03-13 13:32:22+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-mena-syria-earthquake-emergency-appeal-operational-strategy-mdrsy009,
 248 , Destroyed , Schools (type of school not mentioned) ,"Major infrastructure damage has been witnessed with 276 destroyed buildings and more than 300 partially damaged, in addition to the complete destruction of 248 schools.",Syria,2023-03-13 13:32:22+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-mena-syria-earthquake-emergency-appeal-operational-strategy-mdrsy009,
 --- , --- , --- ,"Of these, 1,836 lightly damaged schools have reopened.",Syria,2023-03-13 18:13:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-4-earthquake-28-feb-6-mar-2023,
" 1,836 ", Lightly Damaged , Schools ,"Of these, 1,836 lightly damaged schools have reopened.",Syria,2023-03-13 18:13:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-4-earthquake-28-feb-6-mar-2023,
 --- , --- , --- ,A total of 129 schools are currently being used as shelters – a reduction from 171 the previous week.,Syria,2023-03-13 18:13:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-4-earthquake-28-feb-6-mar-2023,
 129 , Currently being used as shelters ," Educational Facilities (mix of pre-school, kindergarten, primary and secondary schools) ",A total of 129 schools are currently being used as shelters – a reduction from 171 the previous week.,Syria,2023-03-13 18:13:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-4-earthquake-28-feb-6-mar-2023,
 171 , Not mentioned , Not mentioned ,A total of 129 schools are currently being used as shelters – a reduction from 171 the previous week.,Syria,2023-03-13 18:13:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-4-earthquake-28-feb-6-mar-2023,
:-----------------------:,:--------------------------------------:,:-------------------:,"Education: Up to 1,800 schools were damaged across Syria, 188 of which became non-operational with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
"        1,800            ",                   Damaged                ,"   Elementary Schools, Secondary/High Schools, Pre-school facilities, Training Centers, Kindergarten, Colleges, Education Facilities  ","Education: Up to 1,800 schools were damaged across Syria, 188 of which became non-operational with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
