Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 --- , --- , --- ,"The hospital was open around the clock during those 22 days, helping an average of 159 patients a day.",Türkiye,2023-03-19 02:41:39+00:00,News and Press Release,https://reliefweb.int/report/turkiye/field-hospital-b-fast-donated-turkish-ministry-health-after-attending-3503-patients,
 1 , Not mentioned , Hospital ,"The hospital was open around the clock during those 22 days, helping an average of 159 patients a day.",Türkiye,2023-03-19 02:41:39+00:00,News and Press Release,https://reliefweb.int/report/turkiye/field-hospital-b-fast-donated-turkish-ministry-health-after-attending-3503-patients,
 0 , N/A , Clinics ,"The hospital was open around the clock during those 22 days, helping an average of 159 patients a day.",Türkiye,2023-03-19 02:41:39+00:00,News and Press Release,https://reliefweb.int/report/turkiye/field-hospital-b-fast-donated-turkish-ministry-health-after-attending-3503-patients,
 0 , N/A , Health centres ,"The hospital was open around the clock during those 22 days, helping an average of 159 patients a day.",Türkiye,2023-03-19 02:41:39+00:00,News and Press Release,https://reliefweb.int/report/turkiye/field-hospital-b-fast-donated-turkish-ministry-health-after-attending-3503-patients,
 --- , --- , --- ,"Nearly the entire health infrastructure in the four most affected provinces has been damaged or destroyed -- 70 per cent of family health centres are damaged and 60 per cent of maternal health and obstetric services are not operating, endangering tens of thousands of lives.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
 70% , Damaged , Family Health Centres ,"Nearly the entire health infrastructure in the four most affected provinces has been damaged or destroyed -- 70 per cent of family health centres are damaged and 60 per cent of maternal health and obstetric services are not operating, endangering tens of thousands of lives.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
 60% , Not Operating , Maternal Health and Obstetric Services ,"Nearly the entire health infrastructure in the four most affected provinces has been damaged or destroyed -- 70 per cent of family health centres are damaged and 60 per cent of maternal health and obstetric services are not operating, endangering tens of thousands of lives.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
 :--------------: , :-------------------: , :--------------: ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
    236 Buildings ,        Inoperable      ,  Health Centers  ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
   Not mentioned  ,      Severe Damage     ,      Hospital    ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
   Not mentioned  ,    Moderate Damage     ,      Hospital    ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
   Not mentioned  ,       Destroyed        ,      Hospital    ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
---------------------,--------------------------------,------------------,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 More than 40%       , Damaged                        , District Health Directorates ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 More than 70%       , Damaged                        , Family Health Centers ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 50%                 , Damaged                        , Migrant Health Centers ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 --- , --- , --- ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 1 , Damaged , Hospital ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 2 , Destroyed , Clinic ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 3 , Damaged , Health centre ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 4 , Destroyed , Not mentioned ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 5 , Damaged , Not mentioned ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 Obstetrics and gynecology wards , Out of service , Hospital ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 --- , --- , --- ,"• A significant portion of earthquake-affected communities (15-28%) reported disruptions to accessing eletricity, water, and health services.",Syria,2023-03-16 10:29:17+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/brief-urgent-post-earthquake-needs-compound-protracted-vulnerability-northwest-syria-march-2023,
 Not mentioned , Disruptions , Hospitals ,"• A significant portion of earthquake-affected communities (15-28%) reported disruptions to accessing eletricity, water, and health services.",Syria,2023-03-16 10:29:17+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/brief-urgent-post-earthquake-needs-compound-protracted-vulnerability-northwest-syria-march-2023,
 Not mentioned , Disruptions , Clinics ,"• A significant portion of earthquake-affected communities (15-28%) reported disruptions to accessing eletricity, water, and health services.",Syria,2023-03-16 10:29:17+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/brief-urgent-post-earthquake-needs-compound-protracted-vulnerability-northwest-syria-march-2023,
 Not mentioned , Disruptions , Health centres ,"• A significant portion of earthquake-affected communities (15-28%) reported disruptions to accessing eletricity, water, and health services.",Syria,2023-03-16 10:29:17+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/brief-urgent-post-earthquake-needs-compound-protracted-vulnerability-northwest-syria-march-2023,
 --- , --- , --- ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
 385 , Damaged , Health Facilities ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
 55 , Damaged , Healthcare Centers ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
 Not Applicable , Destroyed , Not Mentioned ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
------------------------------,--------------------------------,------------------,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
              0               ,               N/A              ,    Not Mentioned ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
------------------------------,--------------------------------,------------------,"Even if the conflict were to end today, the economic repercussions would include an additional $US 1.7 trillion by 2035, when factoring in the children whose education and healthcare have been negatively affected, dimming their hopes for happy and fulfilled futures ahead.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,
               0              ,               N/A              ,       N/A        ,"Even if the conflict were to end today, the economic repercussions would include an additional $US 1.7 trillion by 2035, when factoring in the children whose education and healthcare have been negatively affected, dimming their hopes for happy and fulfilled futures ahead.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,
,,,"Even if the conflict were to end today, the economic repercussions would include an additional $US 1.7 trillion by 2035, when factoring in the children whose education and healthcare have been negatively affected, dimming their hopes for happy and fulfilled futures ahead.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,
 --- , --- , --- ,"Since March 2011, the report recorded no fewer than 874 attacks on medical facilities, and 1,416 attacks on places of worship.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
 874 , Damaged/Destroyed , Hospitals/Clinics/Health Centres ,"Since March 2011, the report recorded no fewer than 874 attacks on medical facilities, and 1,416 attacks on places of worship.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
" 1,416 ", Damaged/Destroyed , Places of Worship ,"Since March 2011, the report recorded no fewer than 874 attacks on medical facilities, and 1,416 attacks on places of worship.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
 --- , --- , --- ,"Indeed, since the 2020 ceasefire, three aerial bombardments have been carried out on health care facilities.",Syria,2023-03-14 15:09:44+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/she-pays-highest-price-toll-conflict-sexual-and-reproductive-health-northwest-syria-enartr,
 3 , Damaged/Destroyed , Hospitals/Clinics/Health Centers ,"Indeed, since the 2020 ceasefire, three aerial bombardments have been carried out on health care facilities.",Syria,2023-03-14 15:09:44+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/she-pays-highest-price-toll-conflict-sexual-and-reproductive-health-northwest-syria-enartr,
--------------------,---------------,------------------,"According to an initial assessment by the Ministry of Health, in the 11 affected provinces, a quarter of hospitals (a total of 28) are heavily or moderately damaged, and 15 per cent of primary healthcare facilities (a total of 236) are not operational.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
        28          ,    Heavily    ,    Hospitals     ,"According to an initial assessment by the Ministry of Health, in the 11 affected provinces, a quarter of hospitals (a total of 28) are heavily or moderately damaged, and 15 per cent of primary healthcare facilities (a total of 236) are not operational.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
        28          ,   Moderately  ,    Hospitals     ,"According to an initial assessment by the Ministry of Health, in the 11 affected provinces, a quarter of hospitals (a total of 28) are heavily or moderately damaged, and 15 per cent of primary healthcare facilities (a total of 236) are not operational.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
       236          , Not Operatinal, Primary Health   ,"According to an initial assessment by the Ministry of Health, in the 11 affected provinces, a quarter of hospitals (a total of 28) are heavily or moderately damaged, and 15 per cent of primary healthcare facilities (a total of 236) are not operational.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
------------------------------,----------------------------------------,------------------,"According to WHO initial assessments, in the most affected districts of four provinces, over 40 per cent of the district health directorates, more than 70 per cent of family health centres and 50 per cent of migrant health centres are damaged.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
       40%                    ,                 Damaged                 ,District health directorates,"According to WHO initial assessments, in the most affected districts of four provinces, over 40 per cent of the district health directorates, more than 70 per cent of family health centres and 50 per cent of migrant health centres are damaged.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
       70%                    ,              Damaged                     ,Family health centres,"According to WHO initial assessments, in the most affected districts of four provinces, over 40 per cent of the district health directorates, more than 70 per cent of family health centres and 50 per cent of migrant health centres are damaged.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
       50%                    ,              Damaged                     ,Migrant health centres,"According to WHO initial assessments, in the most affected districts of four provinces, over 40 per cent of the district health directorates, more than 70 per cent of family health centres and 50 per cent of migrant health centres are damaged.",Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
 ------------------ , ------ , ---------------- ,Only about 30 per cent of the pre-earthquake number of doctors and nurses are currently operational.,Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
 0                  , 0      , Not mentioned    ,Only about 30 per cent of the pre-earthquake number of doctors and nurses are currently operational.,Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
 100                , 0      , Hospitals        ,Only about 30 per cent of the pre-earthquake number of doctors and nurses are currently operational.,Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
 50                 , 0      , Clinics          ,Only about 30 per cent of the pre-earthquake number of doctors and nurses are currently operational.,Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
 20                 , 0      , Health Centers   ,Only about 30 per cent of the pre-earthquake number of doctors and nurses are currently operational.,Türkiye,2023-03-13 16:18:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiye-earthquake-situation-report-5-march-10-2023,
------------------,----------------,-----------------,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
 0                  , N/A            , Hospitals       ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
 0                  , N/A            , Clinics         ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
 0                  , N/A            , Health Centres  ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
" 1,474              ", N/A            , Not Mentioned   ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
 N/A                , Damaged        , Not Mentioned   ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
 N/A                , Destroyed      , Not Mentioned   ,"In 1,474 assessed displacement sites across the 11 provinces, key informants in 15% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-10 16:17:07+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-10032023,
:------------------:,:---------------------:,:----------------:,"Health: Seven hospitals and 145 health facilities have been damaged across Syria, with more than 10,200 injured people, mainly orthopedic trauma, with high risk of wound infection and tetanus.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
         7          ,         Damaged       ,     Hospitals    ,"Health: Seven hospitals and 145 health facilities have been damaged across Syria, with more than 10,200 injured people, mainly orthopedic trauma, with high risk of wound infection and tetanus.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
        145         ,         Damaged       ,   Health Centers ,"Health: Seven hospitals and 145 health facilities have been damaged across Syria, with more than 10,200 injured people, mainly orthopedic trauma, with high risk of wound infection and tetanus.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
       10200        ,           N/A         ,         N/A      ,"Health: Seven hospitals and 145 health facilities have been damaged across Syria, with more than 10,200 injured people, mainly orthopedic trauma, with high risk of wound infection and tetanus.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
-----------------,----------------,---------------,"Con una media de unos 250 pacientes atendidos por día, el Hospital START ha venido supliendo la carencia de servicios sanitarios en la región.",Türkiye,2023-03-08 17:20:35+00:00,News and Press Release,https://reliefweb.int/report/turkiye/nuevo-y-ultimo-relevo-del-equipo-start-para-atender-el-hospital-de-campana-espanol-en-turquia,
        1        ,   Not damaged  ,   Hospital    ,"Con una media de unos 250 pacientes atendidos por día, el Hospital START ha venido supliendo la carencia de servicios sanitarios en la región.",Türkiye,2023-03-08 17:20:35+00:00,News and Press Release,https://reliefweb.int/report/turkiye/nuevo-y-ultimo-relevo-del-equipo-start-para-atender-el-hospital-de-campana-espanol-en-turquia,
------------------------------,--------------------------------------,-----------------------,"● Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
         Not Mentioned        ,          Not Mentioned               , Hospitals/Clinics/HCs ,"● Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
           Not Applicable             ,          Not Applicable                        ,      Not Mentioned     ,"● Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
---------------------,-------------------------,-----------------------------------------,"55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
 55                  , Partially or fully damaged ," Hospitals, clinics, health centers ","55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
 -------------------,----------------,------------------,"He shared that hospitals and clinics have been targeted over the past 12 years of civil war in the country, making access to care more difficult.",Syria,2023-03-07 20:50:15+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/follow-data-crisisready-shares-emergency-response-models-turkey-syria-earthquakes,
 1                  , Targeted       , Hospitals        ,"He shared that hospitals and clinics have been targeted over the past 12 years of civil war in the country, making access to care more difficult.",Syria,2023-03-07 20:50:15+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/follow-data-crisisready-shares-emergency-response-models-turkey-syria-earthquakes,
 1                  , Targeted       , Clinics          ,"He shared that hospitals and clinics have been targeted over the past 12 years of civil war in the country, making access to care more difficult.",Syria,2023-03-07 20:50:15+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/follow-data-crisisready-shares-emergency-response-models-turkey-syria-earthquakes,
 1                  , Not mentioned  , Health centers   ,"He shared that hospitals and clinics have been targeted over the past 12 years of civil war in the country, making access to care more difficult.",Syria,2023-03-07 20:50:15+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/follow-data-crisisready-shares-emergency-response-models-turkey-syria-earthquakes,
 --- , --- , --- ,"In 780 assessed displacement sites across the 11 provinces, key informants in 18% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-07 17:09:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-07032023,
 0 , N/A , N/A ,"In 780 assessed displacement sites across the 11 provinces, key informants in 18% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-07 17:09:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-07032023,
 780 , N/A , Displacement Sites ,"In 780 assessed displacement sites across the 11 provinces, key informants in 18% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-07 17:09:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-07032023,
 18% of Sites , N/A , No Health Facility Nearby ,"In 780 assessed displacement sites across the 11 provinces, key informants in 18% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-07 17:09:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-march-2023-bi-weekly-highlights-07032023,
 --- , --- , --- ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,Syria
 7 , Damaged , Hospitals ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,Syria
 145 , Damaged , Health Facilities ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,Syria
 --- , --- , --- ,"In 259 assessed displacement sites across the 11 provinces, key informants in 25% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-03 16:14:55+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-03032023,
 0 , N/A , Not mentioned ,"In 259 assessed displacement sites across the 11 provinces, key informants in 25% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-03 16:14:55+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-03032023,
