Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 N/A                , 1144787 Partially Damaged HHs , Household         , 1144787                       ,"As per the NDMA data of 17th Sep 2022, the rains and floods catastrophes claimed 1545 deaths, 12860 human-injuries, 778560 fully damaged HHs (FDs) and 1144787 partially damaged HHs (PDs), thus total damaged HHs have been 1943978.",Pakistan,2022-10-04 05:57:35+00:00,Assessment,https://reliefweb.int/report/pakistan/detail-needs-assessment-flood-emergency-kp-25th-sep-2022,
 N/A                , N/A                          , Residence         , N/A                           ,"As per the NDMA data of 17th Sep 2022, the rains and floods catastrophes claimed 1545 deaths, 12860 human-injuries, 778560 fully damaged HHs (FDs) and 1144787 partially damaged HHs (PDs), thus total damaged HHs have been 1943978.",Pakistan,2022-10-04 05:57:35+00:00,Assessment,https://reliefweb.int/report/pakistan/detail-needs-assessment-flood-emergency-kp-25th-sep-2022,
 N/A                , N/A                          , N/A               , 1943978                       ,"As per the NDMA data of 17th Sep 2022, the rains and floods catastrophes claimed 1545 deaths, 12860 human-injuries, 778560 fully damaged HHs (FDs) and 1144787 partially damaged HHs (PDs), thus total damaged HHs have been 1943978.",Pakistan,2022-10-04 05:57:35+00:00,Assessment,https://reliefweb.int/report/pakistan/detail-needs-assessment-flood-emergency-kp-25th-sep-2022,
---------------------,-------------,---------------,-----------------------,"The floods have caused around 800,00 houses to be fully damaged, and another 1,210,000 to be partially damaged, as well as the temporary relocation of millions of affected households.",Pakistan,2022-10-04 06:56:26+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-2022-multi-sector-rapid-needs-assessment-flood-affected-areas-khyber-pakhtunkhwa-punjab-and-sindh-september-2022,
"       800,000       ",   Fully     ,   Household   ,        Unknown        ,"The floods have caused around 800,00 houses to be fully damaged, and another 1,210,000 to be partially damaged, as well as the temporary relocation of millions of affected households.",Pakistan,2022-10-04 06:56:26+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-2022-multi-sector-rapid-needs-assessment-flood-affected-areas-khyber-pakhtunkhwa-punjab-and-sindh-september-2022,
"      1,210,000      ",  Partially  ,   Household   ,        Unknown        ,"The floods have caused around 800,00 houses to be fully damaged, and another 1,210,000 to be partially damaged, as well as the temporary relocation of millions of affected households.",Pakistan,2022-10-04 06:56:26+00:00,Assessment,https://reliefweb.int/report/pakistan/pakistan-2022-multi-sector-rapid-needs-assessment-flood-affected-areas-khyber-pakhtunkhwa-punjab-and-sindh-september-2022,
 :-----------------:, :-------------:, :-----------:, :-------------------:,"CONTEXT Heavy rainfall, floods and landslides have led to the largest housing loss in any disaster this century with over 2 million homes damaged or destroyed.",Pakistan,2022-10-04 09:26:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelter-sector-pakistan-2022-flood-response-factsheet-4th-october-2022,
"      2,000,000      ",     Damaged     ,   Household  ,         N/A          ,"CONTEXT Heavy rainfall, floods and landslides have led to the largest housing loss in any disaster this century with over 2 million homes damaged or destroyed.",Pakistan,2022-10-04 09:26:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelter-sector-pakistan-2022-flood-response-factsheet-4th-october-2022,
"      2,000,000      ",    Destroyed    ,   Household  ,         N/A          ,"CONTEXT Heavy rainfall, floods and landslides have led to the largest housing loss in any disaster this century with over 2 million homes damaged or destroyed.",Pakistan,2022-10-04 09:26:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelter-sector-pakistan-2022-flood-response-factsheet-4th-october-2022,
 :----------------: , :-----------: , :--------------: , :----------------------------: ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
        0.7         ,   washed away   ,    mud brick    ,               N/A              ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
         1          ,   showing extensive cracks   ,      brick      ,               N/A              ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-10-03 00:12:05+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-05-30-september-2022,
------------------------------,--------------------------------------,------------------,--------------------------------,"Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
             0                ,                    0                 ,        N/A       ,"             2,000,000           ","Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-10-03 18:00:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-islamic-relief-pakistan-03-october-2022,
---,---,---,---,"How will I start my normal life again?” More than two million homes have been destroyed since the floods Pakistan in June, and 7.6 million people have been left homeless.",Pakistan,2022-09-29 23:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/i-dont-have-life-anymore-misery-and-loss-afghans-pakistan-800000-refugees-hit-floods,Pakistan
" 2,000,000 ", Destroyed , Household , N/A ,"How will I start my normal life again?” More than two million homes have been destroyed since the floods Pakistan in June, and 7.6 million people have been left homeless.",Pakistan,2022-09-29 23:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/i-dont-have-life-anymore-misery-and-loss-afghans-pakistan-800000-refugees-hit-floods,Pakistan
" 7,600,000 ", N/A , Residence , N/A ,"How will I start my normal life again?” More than two million homes have been destroyed since the floods Pakistan in June, and 7.6 million people have been left homeless.",Pakistan,2022-09-29 23:01:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/i-dont-have-life-anymore-misery-and-loss-afghans-pakistan-800000-refugees-hit-floods,Pakistan
---------------------,---------------------,------------------,--------------------------------,"Due to the frequent flooding stemming from monsoons and melting glaciers in the country’s northern mountainous regions since June, the Pakistani government said 1,486 people died, 12,749 people were injured and 1.76 million houses were destroyed (as 14 September).",Pakistan,2022-09-29 08:53:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/amda-emergency-relief-1-floods-pakistan-27-september-2022,
     1.76 million     ,      Destroyed      ,     Household    ,           Not reported         ,"Due to the frequent flooding stemming from monsoons and melting glaciers in the country’s northern mountainous regions since June, the Pakistani government said 1,486 people died, 12,749 people were injured and 1.76 million houses were destroyed (as 14 September).",Pakistan,2022-09-29 08:53:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/amda-emergency-relief-1-floods-pakistan-27-september-2022,
---------------------,------------------------------,------------------,--------------------------------,"Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
        0            ,"           2,000,000          ",     Household    ,         Not reported          ,"Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
        0            ,           Not reported        ,     Residence    ,         Not reported          ,"Since the season started 2 million people have lost their homes and are now living under the open sky with no source of food and water, livestock dying and children on the verge of facing dangerous water bourne diseases.",Pakistan,2022-09-26 17:52:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-reliefs-pakistan-floods-response-2022-26-september-2022,
---------------------,----------------,---------------,-----------------------,"Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
" 2,000,000           ", Destroyed      , Household     , N/A                   ,"Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
                     ,                , Residence     , N/A                   ,"Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
                     , Damaged        , Household     , N/A                   ,"Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
                     ,                ,               ," 7,600,000             ","Now my parents, siblings and my son are all living together in this tent [provided by Save the Children].” More than two million homes have been destroyed since the floods first hit in June, displacing 7.6 million people.",Pakistan,2022-09-27 06:31:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-children-risk-snake-bites-and-disease-70-flood-hit-families-live-squalid-conditions-without-proper-shelter,
:-------------------,:---------------------------,:----------------,:------------------------------,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 1.9 million         , Both                         , Household        , Not specified                  ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 Not specified       , Not specified                , Residence         , Not specified                  ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 Not specified       ,  Swept                       , Road             , 12.7 thousand kilometers       ,"Nearly 1.9 million homes were damaged and destroyed, and more than 12.7 thousand kilometres of roads were swept.",Pakistan,2022-09-26 08:14:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emirati-development-projects-pakistan-contribute-reducing-effects-flood-disaster,
 ------------------- , ------------------, -----------------, ----------------------,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
" 2,005,000           ", Damaged and Destroyed , Household and Residence , N/A ,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
" 1,200,000           ", Damaged           , Household and Residence , N/A ,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
" 805,000             ", Destroyed         , Household and Residence , N/A ,"The number of damaged and destroyed houses in Pakistan now exceeds 2 million, with over 1.2 million houses damaged and over 805,000 houses destroyed as of 23 September.",Pakistan,2022-09-24 17:30:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-7-23-september-2022,Pakistan
 --- , --- , --- , --- ,"As 1,575 people were wounded, 992 thousand 871 houses were damaged due to the flooding.",Pakistan,2022-09-21 18:00:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ihh-takes-action-pakistan,
" 992,871 ", Damaged , Household , Not mentioned ,"As 1,575 people were wounded, 992 thousand 871 houses were damaged due to the flooding.",Pakistan,2022-09-21 18:00:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ihh-takes-action-pakistan,
 Not mentioned , Not mentioned , Residence , Not mentioned ,"As 1,575 people were wounded, 992 thousand 871 houses were damaged due to the flooding.",Pakistan,2022-09-21 18:00:17+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ihh-takes-action-pakistan,
:------------------:,:---------------:,:-------------:,:------------------------------:,Over 2 million houses have been destroyed or damaged across the country.,Pakistan,2022-09-20 10:11:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-humanitarian-needs-remain-acute-displaced-flood-hit-areas-pakistan,
"       2,000,000     ",     Destroyed   ,   Household   ,              N/A               ,Over 2 million houses have been destroyed or damaged across the country.,Pakistan,2022-09-20 10:11:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-humanitarian-needs-remain-acute-displaced-flood-hit-areas-pakistan,
"       2,000,000     ",     Damaged     ,   Household   ,              N/A               ,Over 2 million houses have been destroyed or damaged across the country.,Pakistan,2022-09-20 10:11:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-humanitarian-needs-remain-acute-displaced-flood-hit-areas-pakistan,
       N/A           ,  Both (Damaged and Destroyed) , Household ,              N/A               ,Over 2 million houses have been destroyed or damaged across the country.,Pakistan,2022-09-20 10:11:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-humanitarian-needs-remain-acute-displaced-flood-hit-areas-pakistan,
-------------------:,:-------------:,:-------------:,:---------------------:,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
        570         ,    Fully      ,   Household   ,                       ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
        1730        ,   Partially   ,   Household   ,                       ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
                     ,  Destroyed    ,   Residence   ,                       ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
                     ,   Damaged     ,   Residence   ,                       ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
        2130         ,               ,               ,                       ,"In addition, approximately 570 houses were fully and 1730 partially damaged, and about 2,130
families were displaced.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
---------------------,----------------,---------------,----------------------,"Pakistan estimates that as many as 1.7 million houses have been lost, as well as one-third of their cotton crop.",Pakistan,2022-09-19 00:37:02+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-humanitarian-assistance-response-pakistan-floods,Pakistan
"      1,700,000      ",     Lost       ,   Household  ,                      ,"Pakistan estimates that as many as 1.7 million houses have been lost, as well as one-third of their cotton crop.",Pakistan,2022-09-19 00:37:02+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-humanitarian-assistance-response-pakistan-floods,Pakistan
          -          ,     -          ,   Residence  ,                      ,"Pakistan estimates that as many as 1.7 million houses have been lost, as well as one-third of their cotton crop.",Pakistan,2022-09-19 00:37:02+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-humanitarian-assistance-response-pakistan-floods,Pakistan
          -          ,     -          ,       -       ,       Cotton Crop: 1/3       ,"Pakistan estimates that as many as 1.7 million houses have been lost, as well as one-third of their cotton crop.",Pakistan,2022-09-19 00:37:02+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-humanitarian-assistance-response-pakistan-floods,Pakistan
---------------------,----------------------,------------------,--------------------------------,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
 1.14 million        , Damaged              , Household        , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 765,000             ", Destroyed            , Household        , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 1,500               ", N/A                  , N/A              , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 12,800              ", N/A                  , N/A              , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
 552                 , N/A                  , N/A              , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 4,000               ", N/A                  , N/A              , N/A                            ,"To date, more than 1.14 million houses have been damaged and over 765,000 houses have been destroyed across the country, according to the National Disaster Management Authority (NDMA), while over 1,500 deaths and more than 12,800 injuries were recorded since mid-June, including 552 children killed and over 4,000 children injured.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
----------------,------------------,-----------------,--------------------------------,"Over 1.8 million homes have now been damaged of which over 581k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
" 1,800,000      ", Damaged          , Household       , N/A                            ,"Over 1.8 million homes have now been damaged of which over 581k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
" 581,000        ", Totally Destroyed, Household       , N/A                            ,"Over 1.8 million homes have now been damaged of which over 581k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
 --- , --- , --- , --- ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
 At least 1 , Damaged , Mud Brick Home , 70% ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
 At least 1 , Damaged , Brick Home , Extensive cracks ,"Whilst HF teams have been visiting provinces, their assessment is that at least 70% of mud brick homes have been washed away, and even brick homes are showing extensive cracks.",Pakistan,2022-09-16 22:23:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-03-16-september-2022,
 --------------------,--------,--------------,-----------------------,"Around 1.7 million homes have been destroyed or badly damaged by the flooding, leaving many homeless and exposed to the elements.",Pakistan,2022-09-15 09:30:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dec-pakistan-floods-appeal-raises-ps25m-two-weeks-rains-return-worst-hit-areas,
      1.7 million    ,Destroyed/Badly Damaged , Household/Residence , Unknown ,"Around 1.7 million homes have been destroyed or badly damaged by the flooding, leaving many homeless and exposed to the elements.",Pakistan,2022-09-15 09:30:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dec-pakistan-floods-appeal-raises-ps25m-two-weeks-rains-return-worst-hit-areas,
,,,,"Around 1.7 million homes have been destroyed or badly damaged by the flooding, leaving many homeless and exposed to the elements.",Pakistan,2022-09-15 09:30:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dec-pakistan-floods-appeal-raises-ps25m-two-weeks-rains-return-worst-hit-areas,
--------------------------,-----------------------------------------,-----------------,---------------------------------,"Infrastructure in the flooding’s path has been decimated, with more than 1.7 million homes, an estimated 13.8 million acres of cropland, thousands of miles of road and hundreds of bridges damaged or destroyed.",Pakistan,2022-09-15 23:25:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-20-million-additional-humanitarian-assistance-response-flooding-pakistan,
       1.7 million        ,                  Damaged/Destroyed                   ,      Household         , Not specified/Reported ,"Infrastructure in the flooding’s path has been decimated, with more than 1.7 million homes, an estimated 13.8 million acres of cropland, thousands of miles of road and hundreds of bridges damaged or destroyed.",Pakistan,2022-09-15 23:25:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-20-million-additional-humanitarian-assistance-response-flooding-pakistan,
          Not specified/Reported          ,                 Damaged/Destroyed                     ,     Residence         , Not specified/Reported ,"Infrastructure in the flooding’s path has been decimated, with more than 1.7 million homes, an estimated 13.8 million acres of cropland, thousands of miles of road and hundreds of bridges damaged or destroyed.",Pakistan,2022-09-15 23:25:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-20-million-additional-humanitarian-assistance-response-flooding-pakistan,
 Not specified/Reported  ,                 Damaged/Destroyed                     ,       Not specified/Reported            ,          13.8 million acres of cropland         ,"Infrastructure in the flooding’s path has been decimated, with more than 1.7 million homes, an estimated 13.8 million acres of cropland, thousands of miles of road and hundreds of bridges damaged or destroyed.",Pakistan,2022-09-15 23:25:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-20-million-additional-humanitarian-assistance-response-flooding-pakistan,
 --- , --- , --- , --- ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
 1 million , Damaged , Household , Not specified ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
 Not specified , Destroyed , Bridges , Not specified ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
 Not specified , Destroyed , Roads , 3000 kilometers ,"Since mid-June, the flooding has damaged over 1 million homes and destroyed 130 bridges and 3,000 kilometers of roads.",Pakistan,2022-09-15 20:06:33+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-deadly-floods-pose-urgent-questions-preparedness-and-response,
---------------------,---------------,-----------------,--------------------------------,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
"     1,700,000       ",    Damaged    ,    Household    ,              N/A               ,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
"     1,700,000       ",    Destroyed  ,    Household    ,              N/A               ,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
         N/A         ,   Damaged & Destroyed  ,   Critical Infrastructure   ,              N/A               ,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
         N/A         ,      N/A      ,    Residence    ,              N/A               ,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
         N/A         ,      N/A      ,       Road      ,           Thousands            ,"At its peak, flood waters submerged approximately one-third of the country, washed away crops, and destroyed or damaged more than 1.7 million homes, critical infrastructure, and thousands of miles of roads that had previously connected towns and cities.",Pakistan,2022-09-13 20:33:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/three-ways-usaid-responding-flooding-pakistan,
