Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1 , Not mentioned (assumed to be in good condition) , Hospital (camp) ,"EL HOSPITAL START El START viajó al terreno, en esta ocasión, con el hospital de campaña que, abierto las 24 horas, tiene capacidad quirúrgica y de hospitalización de hasta 24 personas; puede atender a una media de 200 personas al día y realizar hasta siete cirugías mayores o bien 15 menores por día.",Türkiye,2023-03-23 11:52:34+00:00,News and Press Release,https://reliefweb.int/report/turkiye/el-equipo-medico-de-emergencia-el-start-regresa-espana-desde-turquia-tras-finalizar-su-mision-humanitaria,
 1                  , Suplió la necesidad de asistencia hospitalaria de la población , Hospital de campaña de la Cooperación Española ,"Desde su apertura el 13 de febrero y hasta el 17 de marzo, el hospital de campaña de la Cooperación Española suplió la necesidad de asistencia hospitalaria de la población, que vio su acceso a la sanidad anulado por la destrucción casi total de infraestructuras sanitarias a nivel local.",Türkiye,2023-03-23 11:52:34+00:00,News and Press Release,https://reliefweb.int/report/turkiye/el-equipo-medico-de-emergencia-el-start-regresa-espana-desde-turquia-tras-finalizar-su-mision-humanitaria,
 42                 , Damaged/Destroyed                       , IDP Camp Tents    ,"In Syria, at least 42 IDP sites are affected, with floods destroying or damaging more than 1,600 tents sheltering some 7,500 internally displaced people (IDPs).",Syria,2023-03-23 09:07:14+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-update-6-22-march-2023,Syria
" 1,600              ", Damaged/Destroyed                       , IDP Camp Tents    ,"In Syria, at least 42 IDP sites are affected, with floods destroying or damaging more than 1,600 tents sheltering some 7,500 internally displaced people (IDPs).",Syria,2023-03-23 09:07:14+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-update-6-22-march-2023,Syria
" 7,500              ", N/A                                     , N/A               ,"In Syria, at least 42 IDP sites are affected, with floods destroying or damaging more than 1,600 tents sheltering some 7,500 internally displaced people (IDPs).",Syria,2023-03-23 09:07:14+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-update-6-22-march-2023,Syria
       70%        ,Damage  ,  Household    ,The survey found: Nearly 70 percent said their homes had been partially destroyed.,Türkiye,2023-03-23 01:08:23+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkiye-syria-earthquake-pledges-come-make-or-break-moment,
         1           ,              Partially Destroyed         ,     Household    ,Nearly 70 percent of those surveyed said their homes had been partially destroyed.,Syria,2023-03-23 00:56:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/almost-three-quarters-displaced-syrians-surveyed-aleppo-say-they-are-having-skip-meal-every-day-earthquake,
 1 , Destroyed , Household/Residence ,"The most important thing for us is to have a safe place to stay and good hygiene.” Zeynep*, 41, lives in a tent in the same village with her husband and four children after their house was destroyed in the earthquake.",Türkiye,2023-03-22 01:03:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/well-fast-even-just-bread-and-water-families-turkiye-are-struggling-ahead-first-holy-month-ramadan-after-devastating-earthquakes,
" 97,400 ", Displaced , Household ,"Since the first earthquake of 6 February, 97,400 households have been displaced.4 The number of collective shelters and their residents continues to fluctuate as humanitarian partners work to rehabilitate shelters, support the reopening of schools that have been used as shelters and install additional WASH facilities to ensure basic hygiene and minimum privacy requirements are met.",Syria,2023-03-21 12:10:29+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-5-earthquake-7-14-march-2023,
 1 , Destroyed , Residence ,"Since the first earthquake of 6 February, 97,400 households have been displaced.4 The number of collective shelters and their residents continues to fluctuate as humanitarian partners work to rehabilitate shelters, support the reopening of schools that have been used as shelters and install additional WASH facilities to ensure basic hygiene and minimum privacy requirements are met.",Syria,2023-03-21 12:10:29+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-5-earthquake-7-14-march-2023,
 1 , Damaged , Household ,"Since the first earthquake of 6 February, 97,400 households have been displaced.4 The number of collective shelters and their residents continues to fluctuate as humanitarian partners work to rehabilitate shelters, support the reopening of schools that have been used as shelters and install additional WASH facilities to ensure basic hygiene and minimum privacy requirements are met.",Syria,2023-03-21 12:10:29+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-5-earthquake-7-14-march-2023,
" 650,000 ", Destroyed , Apartment Buildings and Houses ,"Staggering needs The double earthquakes struck on 6 February, displacing roughly 3.3 million people in Türkiye and destroying some 650,000 apartment buildings and houses.",Türkiye,2023-03-20 20:41:52+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-underlines-commitment-support-communities-affected-syria-turkiye-earthquakes,Türkiye
 375 , Destroyed/Uninhabitable , Household/Residence ,"At least 375 tents sheltering families have been destroyed or left uninhabitable, and over 530 tents were partially damaged, according to Save the Children’s partners in the area.",Syria,2023-03-20 16:29:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-children-terrified-sleeping-tents-storms-and-flooding-damage-shelters-families-already-affected-earthquakes,
 530 , Partially damaged , Household/Residence ,"At least 375 tents sheltering families have been destroyed or left uninhabitable, and over 530 tents were partially damaged, according to Save the Children’s partners in the area.",Syria,2023-03-20 16:29:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-children-terrified-sleeping-tents-storms-and-flooding-damage-shelters-families-already-affected-earthquakes,
"1,000",Flooded,Household,"In this area alone, approximately 1,000 houses flooded and 7,000 people were evacuated.",Syria,2023-03-20 14:24:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/displaced-syrian-families-receive-aid-after-earthquakes-floods,
"           97,000            ",           Not Mentioned                  ,      Household   ,"More than half a million people (over 97,000 households) were displaced by the earthquake, many of them living in overcrowded, unsanitary collective shelters and informal settlements with insufficient services and vulnerable to heightened risk of disease.",Syria,2023-03-20 09:42:54+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-calls-global-community-stand-syria-brussels-donor-conference-enar,
 562                     , Damaged                                   , Household        ,• Five hundred and sixty-two Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake.,Syria,2023-03-19 20:03:37+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-situation-report-no-4-16-march-2023,
 9                       , Damaged                                   , UNRWA facilities ,• Five hundred and sixty-two Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake.,Syria,2023-03-19 20:03:37+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-situation-report-no-4-16-march-2023,
" 7,400               ", Destroyed/Partially destroyed , Not specified ,"More than 7,400 buildings have been completely or partially destroyed.",Türkiye,2023-03-19 11:45:30+00:00,Situation Report,https://reliefweb.int/report/turkiye/unfpa-turkiyesyria-earthquake-joint-situation-report-1-march-20-2023,
 1 , Not mentioned , Hospital ,"The hospital was open around the clock during those 22 days, helping an average of 159 patients a day.",Türkiye,2023-03-19 02:41:39+00:00,News and Press Release,https://reliefweb.int/report/turkiye/field-hospital-b-fast-donated-turkish-ministry-health-after-attending-3503-patients,
 70% , Damaged , Family Health Centres ,"Nearly the entire health infrastructure in the four most affected provinces has been damaged or destroyed -- 70 per cent of family health centres are damaged and 60 per cent of maternal health and obstetric services are not operating, endangering tens of thousands of lives.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
 60% , Not Operating , Maternal Health and Obstetric Services ,"Nearly the entire health infrastructure in the four most affected provinces has been damaged or destroyed -- 70 per cent of family health centres are damaged and 60 per cent of maternal health and obstetric services are not operating, endangering tens of thousands of lives.",Syria,2023-03-18 13:40:45+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/5-reasons-women-and-girls-syria-and-turkiye-need-your-support-right-now,
 454 , Destroyed , Colleges ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , School ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Universities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Elementary Schools ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Secondary/High Schools ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Pre-school facilities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Training Centres ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Kindergarten ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Prison School ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Education Facilities ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
 454 , Destroyed , Military School ,"Besides the loss of homes, around 454 schools in Syria are reported to have been destroyed following the deadly earthquakes.",Syria,2023-03-17 13:34:30+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/over-150000-families-without-adequate-shelter-syria-after-earthquake,Syria
   19     ,            Damage       , Water Networks    ,"19 percent of the damage was detected in infrastructures such as roads, bridges, electricity, and water networks.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
               4              ,             Damaged                       , Health Facility  ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
               4              ,             Damaged                       , Educational Institution ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
               4              ,             Damaged                       , Public Building ,"According to the current assessment data; 53% of the greatest damage caused by the 6 February earthquakes occurred in residences, followed by damage to health facilities, educational institutions, and public buildings.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
   19   ,            Damage       , Roads             ,"19 percent of the damage was detected in infrastructures such as roads, bridges, electricity, and water networks.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
   19   ,            Damage       , Bridges           ,"19 percent of the damage was detected in infrastructures such as roads, bridges, electricity, and water networks.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
   19   ,            Damage       , Electricity       ,"19 percent of the damage was detected in infrastructures such as roads, bridges, electricity, and water networks.",Türkiye,2023-03-17 13:21:08+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-friday-16-march-2023-situation-report-17-entr,
 385 , Damaged , Health Facilities ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
 55 , Damaged , Healthcare Centers ,"After 12 years of conflict, people in Syria continue to face: • Limited or no access to basic health services, with 385 health facilities damaged and 366 health workers killed since the beginning of the conflict, and a dire lack of medical personnel and material • Limited capacities of local authorities to manage the public health system • Global and local epidemics such as cholera, fostered by fragile living conditions and lack of access to safe drink-ing water • The consequences of the February 6th earthquake, which left more than 6,000 people dead, 12,000 injured and 55 healthcare centers damaged.",Syria,2023-03-17 09:09:28+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/multiple-crises-growing-healthcare-needs-healthcare-needs-and-rights-must-be-prioritized-right-now-march-2023,Syria
"           350,000           ",    Access to education has been hampered             ," Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities","According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 5 , Damaged , Not mentioned ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
    236 Buildings ,        Inoperable      ,  Health Centers  ,"According to an initial assessment by the Ministry of Health, a quarter of hospitals in the 11 affected provinces are severely or moderately damaged, while 15% of primary health care facilities (236 facilities in total) are inoperable.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 More than 40%       , Damaged                        , District Health Directorates ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 More than 70%       , Damaged                        , Family Health Centers ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 1 , Damaged , Hospital ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 2 , Destroyed , Clinic ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 3 , Damaged , Health centre ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 4 , Destroyed , Not mentioned ,"In addition, nearly 60% of obstetrics and gynecology wards are out of service.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 50%                 , Damaged                        , Migrant Health Centers ,"In the most affected districts of the four provinces, more than 40% of district Health Directorates, more than 70% of family health centers, and 50% of migrant health centers are damaged, according to the World Health Organization's initial assessment.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
"          4,000,000           ",      Access to education has been hampered                         ,"  Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities","According to UNICEF’s report, approximately 4 million children, including 350,000 refugees’ access to education has been hampered.",Türkiye,2023-03-17 08:24:56+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-15032023,
 77 , Damaged , Education Facilities ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Elementary Schools ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Secondary/High Schools ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Colleges ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 77 , Damaged , Universities ,"In 2023, FCA will perform rehabilitation work in up to 77 Syrian schools which have suffered damage during the war and earthquake.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 60                 , Unknown                             , Room          ,"“More than 60 people could be staying in one room,” Sharouf describes.",Syria,2023-03-16 11:16:08+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/returnees-syria-compound-challenging-disaster-response-effort-fca-supporting-survivors-syria-earthquake-warm-clothes-and-cash-distributions,
 9                   , Severely       , UNRWA facility   ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 562                 , Minor          , Household        ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 562                 , Partially      , Household        ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 562                 , Severely       , Household        ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 9                   , Minor          , UNRWA facility   ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 9                   , Partially      , UNRWA facility   ,"Palestine refugees’ property damage statistics show that 562 Palestine refugee homes and 9 UNRWA facilities suffered varying degrees of damage from the earthquake: 13% were severely damaged, 40% partially damaged and 47% had minor damages, mainly cracks.",Syria,2023-03-16 00:00:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-20-16-march-2023,
 874 , Damaged/Destroyed , Hospitals/Clinics/Health Centres ,"Since March 2011, the report recorded no fewer than 874 attacks on medical facilities, and 1,416 attacks on places of worship.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
"        1,611       ", Damage , Schools       ,"The report also documented damage to 1,611 schools, some of which were targeted on multiple occasions.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
" 1,416 ", Damaged/Destroyed , Places of Worship ,"Since March 2011, the report recorded no fewer than 874 attacks on medical facilities, and 1,416 attacks on places of worship.",Syria,2023-03-15 20:48:37+00:00,Analysis,https://reliefweb.int/report/syrian-arab-republic/12th-anniversary-popular-uprising-total-230224-civilians-documented-dead-including-15275-who-died-due-torture-154871-arrested-andor-forcibly-disappeared-and-roughly-14-million-syrians-displaced,
 1                  , Damaged                        , Education Facilities ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Damaged                        , Military School   ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Prison School     ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Pre-school facilities ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , University        ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Destroyed                      , IDP Camps           ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , Damaged                        , Health Infrastructures ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
 1                  , N/A                            , Elementary School ,"Recurring attacks on health infrastructures, schools, and IDP camps – in addition to the COVID-19 pandemic and, more recently, cholera outbreak – have all devastated the prospects for child survival and development in Syria.",Syria,2023-03-15 18:24:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/dire-consequences-12-years-suffering-syria-overview-most-pressing-needs-shaping-humanitarian-response-syria-today-march-2023,Syria
" 10,600 ", Completely or partially destroyed , Unclear ,"The earthquakes have affected at  least  96  communities  and  35  sub-districts  in  NWS;  more  than10,600  buildings  have  been  partially  or  completely  destroyed, leaving an estimated 55,000 households as displaced, either within or between assessed communities.",Syria,2023-03-15 15:10:58+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-update-5-15-march-2023,
" 55,000 ", Households displaced , Household/Residence ,"The earthquakes have affected at  least  96  communities  and  35  sub-districts  in  NWS;  more  than10,600  buildings  have  been  partially  or  completely  destroyed, leaving an estimated 55,000 households as displaced, either within or between assessed communities.",Syria,2023-03-15 15:10:58+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-update-5-15-march-2023,
 1 , Overcrowded classes , Schools ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
 1 , Fully functional , Schools ,"By late 2022, only two-thirds of schools were fully functional, and classes were overcrowded.",Syria,2023-03-15 13:46:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/12-years-war-syria-number-people-needing-humanitarian-assistance-record-high,
