Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 100         , Dead   , N/A , N/A    ,At least 100 people have died in the building.,Syria,2023-02-17 06:47:15+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-19-february-2023-enar,
" 7,600 ", Injured , Not specified , Not specified ,"From February 6 to 12, MSF-supported facilities treated more than 7,600 people injured in the quake and recorded around 1,000 deaths.",Syria,2023-02-16 20:51:05+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/how-msf-supporting-hospitals-syria-after-earthquake,
" 1,000 ", Dead , Not specified , Not specified ,"From February 6 to 12, MSF-supported facilities treated more than 7,600 people injured in the quake and recorded around 1,000 deaths.",Syria,2023-02-16 20:51:05+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/how-msf-supporting-hospitals-syria-after-earthquake,
" 1,414 ", Dead , N/A , N/A ,"Situation Update Ten days removed from the deadly earthquake that struck Syria, with the death toll above 1,414, United Nations, INGOs, and civil society organizations are stepping up efforts to respond to the enormous need.",Syria,2023-02-16 20:22:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/early-recovery-and-livelihoods-sector-hct-eq-response-update-february-16th-2023,Syria
"            41,000          ",      Dead     , Not given , Not given ,"As of February 15, 2023, more than 41,000 people have perished in the quakes.",Türkiye,2023-02-16 19:07:53+00:00,News and Press Release,https://reliefweb.int/report/turkiye/orphans-families-displaced-earthquakes-turkiye-and-syria-receive-aid,
" 1,414 ", Dead , - , - ,"As of 12 February, the number of confirmed deaths in Syria stood at 1,414, with more than 2,349 injured.",Syria,2023-02-16 18:14:44+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/emergency-appeal-revised-syria-mena-syria-earthquake-ndeg-mdrsy009,Syria
" 2,349 ", Injured , - , - ,"As of 12 February, the number of confirmed deaths in Syria stood at 1,414, with more than 2,349 injured.",Syria,2023-02-16 18:14:44+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/emergency-appeal-revised-syria-mena-syria-earthquake-ndeg-mdrsy009,Syria
" 12,000            ", buildings damaged  , -   , -      ,"As of 16 February 2023, Türkiye's Disaster and Emergency Management Authority (AFAD) reports state that 36,187 people lost their lives, more than 100,000 people were injured and over 12,000 buildings were damaged in the ten provinces.",Türkiye,2023-02-16 18:09:54+00:00,Appeal,https://reliefweb.int/report/turkiye/revised-emergency-appeal-turkiye-europe-region-earthquakes-ndeg-mdrtr004,
" 100,000           ", were injured        , -   , -      ,"As of 16 February 2023, Türkiye's Disaster and Emergency Management Authority (AFAD) reports state that 36,187 people lost their lives, more than 100,000 people were injured and over 12,000 buildings were damaged in the ten provinces.",Türkiye,2023-02-16 18:09:54+00:00,Appeal,https://reliefweb.int/report/turkiye/revised-emergency-appeal-turkiye-europe-region-earthquakes-ndeg-mdrtr004,
" 36,187            ", lost their lives    , -   , -      ,"As of 16 February 2023, Türkiye's Disaster and Emergency Management Authority (AFAD) reports state that 36,187 people lost their lives, more than 100,000 people were injured and over 12,000 buildings were damaged in the ten provinces.",Türkiye,2023-02-16 18:09:54+00:00,Appeal,https://reliefweb.int/report/turkiye/revised-emergency-appeal-turkiye-europe-region-earthquakes-ndeg-mdrtr004,
" 9,000,000 ", Direct Impact , N/A , N/A ,"We must stand with them in their darkest hour and ensure they receive the support they need.” More than 9 million people in Türkiye have been directly impacted by the once-in-a-generation disaster, with more than 35,000 people having lost their lives as of 15 February, according to the Turkish Government.",Türkiye,2023-02-16 16:44:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-issues-call-1-billion-help-millions-people-turkiye-affected-devastating-quakes,Türkiye
" 35,000 ", Lost Lives , N/A , N/A ,"We must stand with them in their darkest hour and ensure they receive the support they need.” More than 9 million people in Türkiye have been directly impacted by the once-in-a-generation disaster, with more than 35,000 people having lost their lives as of 15 February, according to the Turkish Government.",Türkiye,2023-02-16 16:44:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-issues-call-1-billion-help-millions-people-turkiye-affected-devastating-quakes,Türkiye
"         36,100           ",                 Killed                  , N/A ,  N/A   ,"In Türkiye, over 36,100 people were killed and tens of thousands more were injured due to the earthquakes, while 216,347 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD) on 16 February.",Türkiye,2023-02-16 16:42:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-1-16-february-2023,Türkiye
"         216,347          ",             Relocated to other provinces               , N/A ,  N/A   ,"In Türkiye, over 36,100 people were killed and tens of thousands more were injured due to the earthquakes, while 216,347 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD) on 16 February.",Türkiye,2023-02-16 16:42:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-1-16-february-2023,Türkiye
 1 , Injured , Unknown , Female ,"She is also 9 months pregnant, and had an appointment for a Caeserean section scheduled for 8 am on 6 February – four hours after the worst earthquake in the country’s recent history tore dozens of towns to pieces and killed more than 35,000 people in Türkiye alone.",Türkiye,2023-02-16 16:32:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/survivors-face-new-risks-earthquake-ravaged-turkiye-health-and-protection-services-brought-brink,Türkiye
 1 , Pregnant woman with scheduled C-section , 9 months , Female ,"She is also 9 months pregnant, and had an appointment for a Caeserean section scheduled for 8 am on 6 February – four hours after the worst earthquake in the country’s recent history tore dozens of towns to pieces and killed more than 35,000 people in Türkiye alone.",Türkiye,2023-02-16 16:32:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/survivors-face-new-risks-earthquake-ravaged-turkiye-health-and-protection-services-brought-brink,Türkiye
" 35,000 ", Dead , Unknown , Unknown ,"She is also 9 months pregnant, and had an appointment for a Caeserean section scheduled for 8 am on 6 February – four hours after the worst earthquake in the country’s recent history tore dozens of towns to pieces and killed more than 35,000 people in Türkiye alone.",Türkiye,2023-02-16 16:32:29+00:00,News and Press Release,https://reliefweb.int/report/turkiye/survivors-face-new-risks-earthquake-ravaged-turkiye-health-and-protection-services-brought-brink,Türkiye
" 35,400 ", dead , N/A , N/A ,"By 15 February, more than 35,400 people in Türkiye had lost their lives and tens of thousands were injured, according to AFAD.",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,Türkiye
" 105,500 ", Injured , Unknown , Unknown ,"More than 105,500 people were injured, according to AFAD, and the death toll is expected to continue to rise in the days ahead as search and rescue operations continue, and recovery operations commence.",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,
" 10,000            ",      Injured                               ,        -       ,    -     ,"In the case of Syria, OCHA estimates that all of country’s 8.8 million have been affected, with UN figures reporting over 6,500 people killed and 10,000 injured.",Syria,2023-02-16 14:52:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/war-child-warns-rapid-scale-humanitarian-response-needed-support-vulnerable-children-risk-syria,Syria
" 6,500             ",      Killed                                ,        -       ,    -     ,"In the case of Syria, OCHA estimates that all of country’s 8.8 million have been affected, with UN figures reporting over 6,500 people killed and 10,000 injured.",Syria,2023-02-16 14:52:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/war-child-warns-rapid-scale-humanitarian-response-needed-support-vulnerable-children-risk-syria,Syria
        8.8 million,       Affected                             ,        -       ,    -     ,"In the case of Syria, OCHA estimates that all of country’s 8.8 million have been affected, with UN figures reporting over 6,500 people killed and 10,000 injured.",Syria,2023-02-16 14:52:24+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/war-child-warns-rapid-scale-humanitarian-response-needed-support-vulnerable-children-risk-syria,Syria
" 41,000 ", Dead , - , - ,"At this stage, 41,000 fatalities have been confirmed and the number of injuries is estimated to be 120,000, although thankfully, Turkish authorities rapidly transferred them to acute hospitals elsewhere in Türkiye and most have been discharged.",Türkiye,2023-02-16 13:10:53+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-02-15-february-2023,Türkiye
" 120,000 ", Injured , - , - ,"At this stage, 41,000 fatalities have been confirmed and the number of injuries is estimated to be 120,000, although thankfully, Turkish authorities rapidly transferred them to acute hospitals elsewhere in Türkiye and most have been discharged.",Türkiye,2023-02-16 13:10:53+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-02-15-february-2023,Türkiye
" 100,000 ", Injured , N/A , N/A ,"• Death toll continues to climb by the hour in both countries, exceeding 40,000 deaths and close to 100,000 injuries across the provinces affected by the earthquakes.",Türkiye,2023-02-16 09:28:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-3-15-february-2023,
" 40,000 ", Dead , N/A , N/A ,"• Death toll continues to climb by the hour in both countries, exceeding 40,000 deaths and close to 100,000 injuries across the provinces affected by the earthquakes.",Türkiye,2023-02-16 09:28:44+00:00,Situation Report,https://reliefweb.int/report/turkiye/wfp-turkiye-and-syria-earthquake-response-situation-report-3-15-february-2023,
" 35,418                    ", Dead                                  , N/A , N/A    ,"Day 10 Developments As of Wednesday, the 15th of February the number of people who lost their lives in Türkiye in the February 6th Kahramanmaraş-centered earthquakes stands reported by the Government of Türkiye at 35 thousand 418, noting that 105,505 earthquake victims were rescued from the rubble with injuries.",Türkiye,2023-02-16 00:43:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-wednesday-15-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-day-10-aftermath-move-and-action,Türkiye
" 105,505                   ", Injured                                , N/A , N/A    ,"Day 10 Developments As of Wednesday, the 15th of February the number of people who lost their lives in Türkiye in the February 6th Kahramanmaraş-centered earthquakes stands reported by the Government of Türkiye at 35 thousand 418, noting that 105,505 earthquake victims were rescued from the rubble with injuries.",Türkiye,2023-02-16 00:43:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-wednesday-15-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-day-10-aftermath-move-and-action,Türkiye
"35,000",Dead,Not specified,Not specified,"The death toll has surpassed 35,000 while the search for survivors continues.",Syria,2023-02-16 00:39:33+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/atrocity-alert-no-335-syria-haiti-and-eritrea,
" 35,148 ", Dead , N/A , N/A ,"Since the Turkish Disaster and Emergency Management Authority (AFAD) announced the highest “Level 4” disaster warning and called for international humanitarian aid, the estimated death and injury tolls have continued to rise to 35,148 and 105,505 respectively with about 12,141 buildings and residences destroyed.",Türkiye,2023-02-16 00:11:58+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ceremony-deliver-royal-humanitarian-assistance-republic-turkiye,
" 12,141 ", Buildings and residences destroyed , N/A , N/A ,"Since the Turkish Disaster and Emergency Management Authority (AFAD) announced the highest “Level 4” disaster warning and called for international humanitarian aid, the estimated death and injury tolls have continued to rise to 35,148 and 105,505 respectively with about 12,141 buildings and residences destroyed.",Türkiye,2023-02-16 00:11:58+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ceremony-deliver-royal-humanitarian-assistance-republic-turkiye,
" 105,505 ", Injured , N/A , N/A ,"Since the Turkish Disaster and Emergency Management Authority (AFAD) announced the highest “Level 4” disaster warning and called for international humanitarian aid, the estimated death and injury tolls have continued to rise to 35,148 and 105,505 respectively with about 12,141 buildings and residences destroyed.",Türkiye,2023-02-16 00:11:58+00:00,News and Press Release,https://reliefweb.int/report/turkiye/ceremony-deliver-royal-humanitarian-assistance-republic-turkiye,
"    108,068      ", Injured  , N/A ,  N/A   ,"108,068 people (those who survived the wreckage and applied to the hospital with injuries caused by the earthquake) were injured.",Türkiye,2023-02-16 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/turkiye/afad-press-bulletin-about-earthquake-kahramanmaras-31-entr,
" 6,500 ", Dead , N/A , N/A ,"The UN estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Syria,2023-02-15 21:05:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-35-ingo-and-syrian-ngos-demanding-unfettered-access-and-massive-scale-humanitarian-response-0,Syria
" 10,000 ", Injured , N/A , N/A ,"The UN estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Syria,2023-02-15 21:05:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-35-ingo-and-syrian-ngos-demanding-unfettered-access-and-massive-scale-humanitarian-response-0,Syria
 10000                     , Dead                                  , N/A , N/A    ,"Last week, around 10,000 deaths were reported to WHO, which is similar to the number of weekly deaths reported prior to last month’s increase.",Syria,2023-02-15 20:35:33+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-15-february-2023,
" 31,643          ", Dead          , NA  , NA     ,"In Türkiye, the authorities count at least 31,643 dead.",Türkiye,2023-02-15 17:25:59+00:00,Situation Report,https://reliefweb.int/report/turkiye/emergency-situation-report-turkiye-syria-earthquakes-february-13-14-2023,Türkiye
"6,500",Dead,,,"estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Türkiye,2023-02-15 15:06:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-15-february-2022,Syria
" 31,974                    ", Dead                           , N/A , N/A    ,"The death toll in Turkiye from Monday’s devastating earthquake has risen to 31,974 as of 14 February 2023.",Türkiye,2023-02-15 15:06:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-15-february-2022,Türkiye
"10,000",Injured,,,"estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Türkiye,2023-02-15 15:06:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-15-february-2022,Syria
" 1,262                     ", Dead          , N/A , N/A    ,"State media in Syria stated that the death toll in government-held areas had risen to 1,347, up from 1,262.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,Syria
" 1,400,000 ", Affected Children , Not Available , Not Available ,"The White Helmets civil defense group said 1,930 had been reported dead in rebel-held areas in the northwest of the country.2 Approximately 23 million people, including 1.4 million children, in both countries, may have been affected by the earthquakes and their aftershocks, leading to the collapse of thousands of buildings in both nations.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,
" 23,000,000 ", Affected , Not Available , Not Available ,"The White Helmets civil defense group said 1,930 had been reported dead in rebel-held areas in the northwest of the country.2 Approximately 23 million people, including 1.4 million children, in both countries, may have been affected by the earthquakes and their aftershocks, leading to the collapse of thousands of buildings in both nations.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,
" 1,930 ", Dead , Not Available , Not Available ,"The White Helmets civil defense group said 1,930 had been reported dead in rebel-held areas in the northwest of the country.2 Approximately 23 million people, including 1.4 million children, in both countries, may have been affected by the earthquakes and their aftershocks, leading to the collapse of thousands of buildings in both nations.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,
" 1,347                     ", Dead          , N/A , N/A    ,"State media in Syria stated that the death toll in government-held areas had risen to 1,347, up from 1,262.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,Syria
" 37,000                    ", Dead                  , N/A , N/A    ,"“While we hope that rescues will continue, it is critical that we are supporting survivors with adequate and safe shelter, medical care, mental health support, clean drinking water, food, clothing, and more so that people can begin a long and arduous road to recovery.” More than 37,000 are reportedly dead – a number that United Nations’ officials anticipate doubling as additional bodies are recovered.",Türkiye,2023-02-15 14:05:08+00:00,News and Press Release,https://reliefweb.int/report/turkiye/millions-displaced-project-hope-sounds-alarm-humanitarian-crisis-turkiye-syria,
" 35,000 ", Lost their lives , Not specified , Not specified ,"It is estimated that over 35,000 people have already lost their lives and those numbers are raising by the day.",Syria,2023-02-15 10:35:37+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/putting-commitments-action-earthquake-response-turkey-and-north-west-syria,
" 35,418 ", Dead , - , - ,"According to official reports, 35.418 people have lost their lives and 105.505 people have been injured.",Türkiye,2023-02-15 07:30:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-1-14022023,
" 105,505 ", Injured , - , - ,"According to official reports, 35.418 people have lost their lives and 105.505 people have been injured.",Türkiye,2023-02-15 07:30:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-1-14022023,
" 35,418 ", Lost their lives , Not specified , Not specified ,"Pointing out that the earthquake, which caused a 3-meter slide towards the south in Türkiye, President Erdoğan wished Allah’s mercy upon 35 thousand 418 citizens who lost their lives in the earthquake and sent condolences to their relatives.",Türkiye,2023-02-15 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/turkiye/we-will-provide-both-material-and-emotional-support-each-and-every-citizen-entr,Türkiye
" 100,000         ", Injured          , N/A , N/A    ,"The number of injured in the 10 affected southern provinces had risen to almost 100,000.",Türkiye,2023-02-14 19:44:31+00:00,News and Press Release,https://reliefweb.int/report/turkiye/children-sleep-streets-too-afraid-go-home-after-quake-disaster,
" 31,000           ", Lost their lives  , Not specified , Not specified ,"In its latest situation report for Turkiye, WHO Regional Director for Europe, Dr. Hans Kluge said that well over 31,000 people had lost their lives in the disaster.",Türkiye,2023-02-14 19:44:31+00:00,News and Press Release,https://reliefweb.int/report/turkiye/children-sleep-streets-too-afraid-go-home-after-quake-disaster,Türkiye
"           105,505           ",     Injured     ,  N/A  ,   N/A    ,"● Health: As of 14 February evening, 105,505 people injured and 35,418 deaths were reported, a caseload higher than the past worst earthquake (33,000 deaths in 1939).",Türkiye,2023-02-14 19:07:14+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-daily-highlights-14022023,
"            35,418           ",       Dead      ,  N/A  ,   N/A    ,"● Health: As of 14 February evening, 105,505 people injured and 35,418 deaths were reported, a caseload higher than the past worst earthquake (33,000 deaths in 1939).",Türkiye,2023-02-14 19:07:14+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-daily-highlights-14022023,
" 7,600 ", Injured , Not applicable , Not applicable ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
" 4,300 ", dead , Not applicable , Not applicable ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
" 11,000 ", Homeless , Not applicable , Not applicable ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
"            2,349           ",     Injured    , Unknown , Unknown,"Situation Update More than 1,414 were reported dead and 2,349 are injured after seven days after the devastating earthquake that hit Syria.",Syria,2023-02-14 18:26:08+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/early-recovery-and-livelihoods-sector-hct-eq-response-update-february-14th-2023,Syria
"            1,414           ",       Dead     , Unknown , Unknown,"Situation Update More than 1,414 were reported dead and 2,349 are injured after seven days after the devastating earthquake that hit Syria.",Syria,2023-02-14 18:26:08+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/early-recovery-and-livelihoods-sector-hct-eq-response-update-february-14th-2023,Syria
"           37,000          ",      Dead     , N/A , N/A  ,"We know that there are many dead and that many buildings have collapsed, so we will offer shelter, food and emergency aid with all the basic necessities we can offer in these first moments.” More than 37,000 people have been reported dead and tens of thousands have been injured.",Türkiye,2023-02-14 17:49:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/syria-salesian-missions-launches-appeal-support-those-impacted-devastating-turkeysyria-earthquake,
" 35,000 ", Dead , Not specified , Not specified ,"The earthquake has tragically killed almost 35,000 people.",Syria,2023-02-14 14:49:55+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-one-week-earthquake-more-access-lifesaving-aid-needed-avert-further-disaster-warns-irc,
 200000      , Injured                  , Not given , Not given ,"The death toll from the Feb. 6, 2023 earthquake has risen to more than 36,000, with more than 200,000 injured.",Türkiye,2023-02-14 14:24:03+00:00,News and Press Release,https://reliefweb.int/report/turkiye/trauma-support-maternal-care-and-more-receive-funds-during-earthquake-response,
 36000       , Dead                     , Not given , Not given ,"The death toll from the Feb. 6, 2023 earthquake has risen to more than 36,000, with more than 200,000 injured.",Türkiye,2023-02-14 14:24:03+00:00,News and Press Release,https://reliefweb.int/report/turkiye/trauma-support-maternal-care-and-more-receive-funds-during-earthquake-response,
"           35,000          ",          Dead         , N/A ,  N/A   ,"The official total death toll has now passed 35,000.",Syria,2023-02-14 12:31:32+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/one-week-devastating-earthquakes-millions-children-remain-need-urgent-humanitarian-assistance-enar,
             1             ,          Dead         , N/A ,  N/A   ,"The official total death toll has now passed 35,000.",Syria,2023-02-14 12:31:32+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/one-week-devastating-earthquakes-millions-children-remain-need-urgent-humanitarian-assistance-enar,
" 31,000 ", Lost their lives to earthquakes , Not specified , Not specified ,"As of now, more than 31,000 people have lost their lives to the earthquakes in Türkiye.",Syria,2023-02-14 11:54:49+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-earthquakes-statement-who-regional-director-europe-dr-hans-henri-p-kluge-14-february-2023,Türkiye
" 100,000                   ", Injured       , N/A , N/A    ,"The number of injured – almost 100,000 people.",Syria,2023-02-14 11:54:49+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-earthquakes-statement-who-regional-director-europe-dr-hans-henri-p-kluge-14-february-2023,
" 33,000 ", Dead , Unknown , Unknown ,"More than 33,000 people have already lost their lives in the 7.8 earthquake.",Syria,2023-02-14 10:50:15+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-response-education-cannot-wait-announces-us7-million-first-emergency-response-grant-and-calls-world-leaders-provide-matching-contributions-education-response-enar,
" 6,500 ", Dead , - , - ,"The UN estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Syria,2023-02-14 08:00:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-35-ingo-and-syrian-ngos-demanding-unfettered-access-and-massive-scale-humanitarian-response,Syria
" 10,000 ", Injured , - , - ,"The UN estimate that over 6,500 have been killed and 10,000 people injured in all areas of Syria.",Syria,2023-02-14 08:00:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-35-ingo-and-syrian-ngos-demanding-unfettered-access-and-massive-scale-humanitarian-response,Syria
" 158,165                   ", Evacuated     , NA  , NA     ,"According to official reports by AFAD, as of 10:55 on 13 February, 31,643 people have lost their lives, while 158,165 people have been evacuated to other provinces.",Türkiye,2023-02-14 06:58:36+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-13-february-2023,
" 31,643                    ", Dead          , NA  , NA     ,"According to official reports by AFAD, as of 10:55 on 13 February, 31,643 people have lost their lives, while 158,165 people have been evacuated to other provinces.",Türkiye,2023-02-14 06:58:36+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-13-february-2023,
" 17,000 ", Dead , Not specified , Not specified ,"It was the biggest natural disaster to strike the region since 1999, when a similarly powerful quake killed more than 17,000 people in Turkey./.",Türkiye,2023-02-14 01:05:35+00:00,News and Press Release,https://reliefweb.int/report/turkiye/viet-nam-sends-soldiers-turkey-quake-rescue-mission,Türkiye
" 7,200,000 ", Affected , N/A , N/A ,"KEY FIGURES 7.2M Affected Population 2M Severely Affected Population 1,414 Deaths 2,349 Injuries 12,130 Palestine Refugees in need HIGHLIGHTS As of 13 February, the number of deaths and injuries still stands at 1,414 and 2349, respectively, as reported yesterday by the Syrian Ministry of Health (MoH).",Syria,2023-02-13 20:47:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-8-earthquake-13-february-2023,
" 2,000,000 ", Severely Affected , N/A , N/A ,"KEY FIGURES 7.2M Affected Population 2M Severely Affected Population 1,414 Deaths 2,349 Injuries 12,130 Palestine Refugees in need HIGHLIGHTS As of 13 February, the number of deaths and injuries still stands at 1,414 and 2349, respectively, as reported yesterday by the Syrian Ministry of Health (MoH).",Syria,2023-02-13 20:47:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-8-earthquake-13-february-2023,
" 1,414 ", Deaths , N/A , N/A ,"KEY FIGURES 7.2M Affected Population 2M Severely Affected Population 1,414 Deaths 2,349 Injuries 12,130 Palestine Refugees in need HIGHLIGHTS As of 13 February, the number of deaths and injuries still stands at 1,414 and 2349, respectively, as reported yesterday by the Syrian Ministry of Health (MoH).",Syria,2023-02-13 20:47:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-8-earthquake-13-february-2023,
" 2,349 ", Injuries , N/A , N/A ,"KEY FIGURES 7.2M Affected Population 2M Severely Affected Population 1,414 Deaths 2,349 Injuries 12,130 Palestine Refugees in need HIGHLIGHTS As of 13 February, the number of deaths and injuries still stands at 1,414 and 2349, respectively, as reported yesterday by the Syrian Ministry of Health (MoH).",Syria,2023-02-13 20:47:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-8-earthquake-13-february-2023,
" 12,130 ", Palestine Refugees in need , N/A , N/A ,"KEY FIGURES 7.2M Affected Population 2M Severely Affected Population 1,414 Deaths 2,349 Injuries 12,130 Palestine Refugees in need HIGHLIGHTS As of 13 February, the number of deaths and injuries still stands at 1,414 and 2349, respectively, as reported yesterday by the Syrian Ministry of Health (MoH).",Syria,2023-02-13 20:47:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-8-earthquake-13-february-2023,
 8500                   , Injured       , N/A , N/A    ,"More than 4,400 deaths and 8,500 injuries have been reported in the area as of 12 February.",Syria,2023-02-13 20:04:51+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-7-13-february-2023,
